State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,05/04/2016,100,858,730,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,16/04/2016,200,815,730,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,28/04/2016,150,765,650,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,04/05/2016,200,740,630,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,07/05/2016,200,771,660,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,11/05/2016,250,827,690,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,23/06/2016,250,930,770,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,28/06/2016,100,965,770,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,01/07/2016,250,897,750,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,07/07/2016,260,962,775,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,08/07/2016,300,900,750,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,10/08/2016,300,813,675,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,26/08/2016,250,770,600,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,03/09/2016,200,689,600,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,07/04/2015,200,1301,1000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,10/04/2015,450,1290,1000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,07/05/2015,251,1462,1061,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,08/05/2015,300,1513,1000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,09/05/2015,250,1540,1000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,20/05/2015,200,1550,950,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,28/05/2015,201,1800,1200,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,03/06/2015,351,1780,1300,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,04/06/2015,335,1830,1300,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,05/06/2015,470,1900,1350,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,06/06/2015,543,1897,1300,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,20/06/2015,301,1872,1450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,24/06/2015,200,1886,1400,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,26/06/2015,270,1721,1350,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,01/07/2015,500,1741,1500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,05/08/2015,1300,3861,3660,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,19/08/2015,2008,4949,4675,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,27/08/2015,1202,5200,5050,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,02/09/2015,1717,4756,4350,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,30/09/2015,2112,3700,3450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,15/10/2015,1851,2816,2500,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,10/10/2015,500,3086,2100,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,13/10/2015,500,2862,2300,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,14/10/2015,900,2900,2450,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,21/10/2015,555,2700,2250,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,31/10/2015,1000,2611,2350,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,24/11/2015,901,2401,1875,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,31/12/2015,500,1558,1300,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,14/01/2015,100,1395,1180,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,23/01/2015,100,1459,1250,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,29/01/2015,300,1420,1200,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,27/02/2015,300,1430,1100,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,05/03/2015,300,1440,1150,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,18/03/2015,100,1346,1000,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,25/03/2015,100,1062,850,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,27/03/2015,100,1199,900,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,07/10/2015,2484,3536,3335,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,09/10/2015,800,3403,2900,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,10/10/2015,500,3086,2100,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,06/11/2015,950,2350,2050,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,01/10/2016,140,499,370,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,05/10/2016,100,750,610,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,17/11/2016,400,1000,850,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,01/12/2016,100,490,225,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,13/01/2016,300,1287,951,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,15/01/2016,500,1320,1050,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,20/01/2016,550,1330,1070,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,21/01/2016,400,1313,1000,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,22/01/2016,500,1251,1051,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,20/02/2016,450,811,675,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,27/02/2016,400,781,720,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,04/03/2016,400,911,680,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,05/03/2016,400,930,700,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,09/03/2016,400,881,700,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,12/03/2016,400,844,650,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,09/11/2016,370,1252,1000,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,07/12/2016,300,1120,870,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,14/12/2016,300,911,750,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,20/12/2016,300,811,650,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,22/12/2016,300,798,640,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,24/12/2016,200,725,550,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,27/12/2016,300,693,580,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,28/12/2016,300,725,640,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,14/03/2017,500,623,600,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,22/04/2017,200,475,420,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,25/04/2017,250,601,430,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,03/05/2017,240,543,380,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,12/05/2017,100,550,380,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,10/06/2017,200,640,470,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,21/06/2017,200,568,470,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,01/07/2017,200,654,510,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,18/07/2017,300,728,590,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,20/07/2017,250,775,660,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,11/08/2017,700,2341,2050,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,06/09/2017,900,1799,1450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,13/09/2017,850,1467,1251,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,06/10/2017,1400,2223,2060,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,14/10/2017,1000,2300,1950,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,02/11/2017,1000,3151,2650,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,10/11/2017,1000,2798,2000,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,26/10/2017,850,2367,1450,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,31/10/2017,700,2500,1650,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,02/11/2017,700,2802,1650,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,09/11/2017,900,3274,2400,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,10/11/2017,900,2854,2100,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,16/11/2017,1200,3700,2950,23
Maharashtra,Nashik,Chandvad,Onion,Pole,FAQ,30/11/2017,1500,3099,2600,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,04/01/2017,400,825,720,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,18/01/2017,350,672,590,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,19/01/2017,300,591,530,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,24/01/2017,300,635,500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,31/01/2017,300,596,520,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,15/02/2017,300,569,460,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,03/03/2017,300,590,510,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,07/03/2017,300,558,490,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,08/03/2017,300,562,470,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,09/03/2017,300,561,490,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,11/03/2017,300,576,460,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,15/03/2017,295,560,500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,18/03/2017,300,580,500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,23/03/2017,350,600,580,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,11/04/2017,300,560,480,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,02/12/2017,1400,2601,2200,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,06/12/2017,1950,3700,3500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,07/12/2017,1800,3290,2900,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,10/08/2024,1500,3433,3350,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,24/07/2024,1440,2870,2700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,26/07/2024,1300,2880,2700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,01/07/2024,1701,3400,3000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,06/07/2024,1201,3337,2980,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,10/07/2024,1000,3199,2800,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,11/07/2024,1530,3213,2780,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,19/07/2024,1001,2981,2700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,07/09/2024,1100,4021,3800,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,07/08/2024,1550,3190,3030,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,09/08/2024,1570,3190,3050,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,22/08/2024,1675,3870,3650,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,27/08/2024,1575,4200,3900,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,31/08/2024,1313,3796,3600,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,03/06/2024,745,2290,1860,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,08/06/2024,1070,2610,2450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,20/06/2024,1800,3861,2930,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,22/06/2024,1000,3399,2800,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,24/06/2024,1340,3399,2750,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,15/03/2013,500,1084,950,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,05/04/2013,200,900,820,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,06/04/2013,300,931,825,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,21/05/2013,300,960,800,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,11/06/2013,900,1251,1100,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,15/06/2013,500,1500,1350,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,22/06/2013,951,1574,1400,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,17/07/2013,1300,2617,2500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,18/07/2013,2075,2550,2450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,30/07/2013,900,2397,2300,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,31/07/2013,1751,2600,2300,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,02/08/2013,1100,2669,2500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,01/10/2013,2201,3801,3550,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,08/10/2013,480,2399,2300,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,15/10/2013,301,3411,2700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,18/10/2013,4371,5071,4500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,19/10/2013,225,4320,2800,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,16/11/2013,500,2825,2100,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,03/01/2013,300,1225,1075,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,08/01/2013,400,1320,1200,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,12/01/2013,300,1283,1175,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,16/01/2013,600,1330,1225,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,17/01/2013,800,1466,1325,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,18/01/2013,900,1555,1430,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,19/01/2013,800,1680,1450,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,19/02/2013,400,1632,1500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,20/02/2013,500,1455,1300,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,28/02/2013,200,1100,1000,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,01/03/2013,200,1020,900,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,02/03/2013,400,986,900,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,17/07/2014,601,2131,1775,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,29/08/2014,499,1699,1400,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,16/10/2014,350,1684,1400,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,13/11/2014,585,1506,1400,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,18/11/2014,526,1536,1350,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,19/11/2014,411,1387,1250,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,04/01/2014,600,1380,1130,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,15/01/2014,200,1080,850,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,21/01/2014,500,1026,900,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,25/02/2014,300,901,830,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,29/10/2014,1010,1590,1590,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,05/11/2014,580,1760,1500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,07/11/2014,651,1795,1500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,15/11/2014,700,1701,1550,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,20/11/2014,303,1689,1470,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,29/11/2014,300,1626,1280,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,09/05/2024,800,1951,1500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,10/05/2024,700,2002,1580,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,16/05/2024,603,2016,1500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,22/05/2024,635,2035,1550,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,24/05/2024,700,1974,1500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,27/05/2024,812,2151,1700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,30/05/2024,740,2300,2000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,06/03/2021,700,1703,1500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,09/03/2021,650,1490,1200,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,25/03/2021,600,1170,1050,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,29/04/2021,800,1426,1200,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,08/05/2021,800,1427,1050,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,11/05/2021,800,1471,1050,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,12/05/2021,400,1217,1050,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,15/05/2021,961,1610,1000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,25/05/2021,1000,1730,1550,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,17/06/2021,700,2281,1850,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,18/06/2021,500,2222,1850,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,19/06/2021,500,2100,1875,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,25/06/2021,900,2080,1800,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,29/06/2021,900,2093,1650,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,09/07/2021,700,1951,1650,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,12/07/2021,700,1840,1500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,15/07/2021,600,1800,1600,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,26/07/2021,1000,1900,1720,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,10/08/2021,1000,1820,1650,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,11/08/2021,1000,1899,1630,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,18/08/2021,1000,1816,1680,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,31/08/2021,600,1580,1450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,10/09/2021,500,1715,1450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,17/09/2021,700,1677,1500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,05/10/2021,1500,3672,3300,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,08/10/2021,1500,3612,3320,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,15/10/2021,1500,3577,3200,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,18/10/2021,1500,3559,3000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,20/10/2021,1500,3201,2650,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,28/10/2021,1000,2770,2200,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,29/10/2021,1000,3071,2350,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,11/11/2021,1000,3060,2450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,18/11/2021,700,2200,1720,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,20/11/2021,500,1960,1400,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,25/11/2021,1000,2052,1700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,06/12/2021,800,2099,1700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,16/12/2021,1525,2680,2000,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,14/01/2021,1000,3300,2500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,23/01/2021,1000,2900,2500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,25/01/2021,500,2775,2300,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,27/01/2021,900,2975,2450,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,10/02/2021,900,3851,3550,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,13/02/2021,1000,3960,3400,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,15/02/2021,900,3801,3400,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,27/02/2021,800,2675,2050,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,26/03/2021,300,1061,900,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,20/04/2021,500,973,850,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,17/11/2021,1100,3499,2600,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,23/11/2021,1500,4851,2400,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,30/11/2021,2860,3952,3400,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,03/12/2021,1200,4500,2000,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,11/12/2021,1000,3225,2100,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,24/12/2021,1100,2280,1800,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,29/12/2021,1000,2154,1600,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,31/12/2021,1000,2241,1700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,06/03/2024,1681,1950,1800,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,19/03/2024,510,1476,1350,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,27/03/2024,1204,1680,1550,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,02/01/2024,1012,2501,2010,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,09/01/2024,811,1952,1800,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,10/01/2024,900,2059,1880,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,17/01/2024,600,1691,1460,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,03/02/2024,651,1453,1260,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,12/02/2024,500,1381,1150,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,16/02/2024,850,1391,1280,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,17/02/2024,807,1439,1320,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,24/02/2024,1300,1881,1700,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,28/02/2024,826,1971,1680,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,02/03/2024,626,1949,1680,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,04/03/2024,700,1901,1660,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,06/03/2024,900,1999,1830,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,21/03/2024,500,1446,1180,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,29/03/2024,500,1452,1150,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,19/04/2024,1039,1575,1360,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,01/05/2020,350,730,700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,28/05/2020,300,1000,700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,30/05/2020,250,950,700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,05/06/2020,350,1015,690,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,13/06/2020,400,1025,850,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,16/06/2020,300,1025,720,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,19/06/2020,300,1015,700,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,25/06/2020,400,955,770,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,03/07/2020,470,915,750,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,04/07/2020,400,916,750,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,08/07/2020,350,900,750,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,04/08/2020,300,842,690,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,13/08/2020,450,1080,875,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,14/08/2020,450,1200,870,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,20/08/2020,490,1721,1450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,28/08/2020,480,1840,1520,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,03/09/2020,1000,2425,2000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,05/09/2020,500,2300,1900,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,21/09/2020,900,4026,3500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,22/09/2020,1000,4025,3350,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,26/09/2020,800,4251,3650,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,05/10/2020,700,3952,2450,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,06/11/2020,916,3900,2750,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,07/11/2020,1000,3900,3300,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,23/11/2020,1900,3899,3200,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,01/12/2020,900,3251,2600,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,04/12/2020,501,2400,1500,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,16/12/2020,500,2526,2000,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,21/12/2020,500,1786,1400,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,26/12/2020,500,1900,1600,23
Maharashtra,Nashik,Chandvad,Onion,Other,FAQ,28/12/2020,500,1861,1500,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,15/01/2020,1000,3770,3450,23
