Arrival_Date,log_ret,log_return_lag1,vol_7,vol_7_lag1,vol_30,vol_30_lag1,rainfall_7d,rainfall_7d_lag1,festival_window,days_since_last_arrival,is_price_jump,price_momentum_7,price_momentum_3,month_sin,month_cos,dow_sin,dow_cos,govt_window,govt_none,govt_buffer_operations,govt_export_restriction,govt_farmer_actions,govt_import_support,govt_market_intervention,govt_procurement_support,govt_stock_limit_actions
2025-01-11,-0.06524052186840097,-0.1466034741918754,0.05125857732854844,0.06036163548954543,0.050036739704571495,0.05120593644436981,0.0,0.0,0,0,0,-0.33967736757016126,-0.27822740525393863,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0
2025-01-12,0.0,-0.06524052186840097,0.05125857732854844,0.05125857732854844,0.048441100458929826,0.050036739704571495,0.0,0.0,0,0,0,-0.3396773675701612,-0.21184399606027637,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0
2025-01-13,0.09172869733698046,0.0,0.07289160279946226,0.05125857732854844,0.0568250256516317,0.048441100458929826,0.1,0.0,0,0,0,-0.24794867023318076,0.026488175468579483,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
2025-01-14,0.024805118918971192,0.09172869733698046,0.07622541846997714,0.07289160279946226,0.05575691976623136,0.0568250256516317,0.1,0.1,0,0,0,-0.18232155679395443,0.11653381625595165,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0
2025-01-15,0.0,0.024805118918971192,0.07686583048523306,0.07622541846997714,0.053859441288739145,0.05575691976623136,0.2,0.1,0,0,0,-0.16169358899798697,0.11653381625595165,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0,0,0
2025-01-16,0.0,0.0,0.0747001043658443,0.07686583048523306,0.05214342193100238,0.053859441288739145,0.2,0.2,0,0,0,-0.09531017980432471,0.024805118918971192,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0,0,0
2025-01-17,0.07232066157962608,0.0,0.052174604126785165,0.0747001043658443,0.0545371677723357,0.05214342193100238,0.2,0.2,0,0,0,0.12361395596717675,0.07232066157962608,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,0,0,0
2025-01-18,0.04590671978502372,0.07232066157962608,0.03762510878293247,0.052174604126785165,0.05439703615202558,0.0545371677723357,0.2,0.2,0,0,0,0.23476119762060146,0.1182273813646498,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0
2025-01-19,0.0,0.04590671978502372,0.03762510878293247,0.03762510878293247,0.05287554801724573,0.05439703615202558,0.2,0.2,0,0,0,0.23476119762060144,0.1182273813646498,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0
2025-01-20,0.10491616994955996,0.0,0.041186066908092483,0.03762510878293247,0.05698290934065357,0.05287554801724573,0.1,0.2,0,0,0,0.24794867023318096,0.1508228897345837,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
2025-01-21,-0.040821994520255166,0.10491616994955996,0.05043611014886961,0.041186066908092483,0.05628452674212225,0.05698290934065357,0.1,0.1,0,0,0,0.1823215567939546,0.06409417542930479,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0
2025-01-22,-0.04255961441879589,-0.040821994520255166,0.05632107059053397,0.05043611014886961,0.055638094180710015,0.05628452674212225,0.0,0.1,0,0,0,0.1397619423751587,0.021534561010508907,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0,0,0
2025-01-23,0.021931646622828347,-0.04255961441879589,0.05563105705107359,0.05632107059053397,0.05460473241405997,0.055638094180710015,0.0,0.0,0,0,0,0.16169358899798705,-0.06144996231622271,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0,0,0
2025-01-24,0.02062796779596755,0.021931646622828347,0.05126808017564905,0.05563105705107359,0.05360054421219762,0.05460473241405997,0.0,0.0,0,0,0,0.11000089521432853,6.938893903907228e-18,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,0,0,0
