Arrival_Date,festival_window,Modal_Price,log_ret,vol_7,vol_30,month,week,day_of_week,precip_mm,rainfall_7d,days_since_last_arrival,is_price_jump
2020-06-13,0,870.0,0.022081083075255175,0.05360151964506988,0.10245772676787473,6,24,5,10.9,27.299999999999958,1.0,0
2020-06-15,0,851.0,-0.022081083075255276,0.05388022018027881,0.09102903144630052,6,25,0,19.6,45.09999999999996,2.0,0
2020-06-16,0,840.0,-0.013010236736014888,0.053110335467402764,0.08948622209289295,6,25,1,4.6,49.59999999999996,1.0,0
2020-06-17,0,780.0,-0.07410797215372185,0.033522495977191556,0.09025751322401077,6,25,2,7.3,54.99999999999996,1.0,0
2020-06-18,0,770.0,-0.012903404835907841,0.033196102450406655,0.08415929127425344,6,25,3,3.8,54.99999999999996,1.0,0
2020-06-19,0,751.0,-0.024984863083594742,0.0314896595664225,0.08100614400453246,6,25,4,0.5,54.299999999999955,1.0,0
2020-06-20,0,770.0,0.024984863083594766,0.03322198531309918,0.0807931506214992,6,25,5,1.0,47.69999999999996,1.0,0
2020-06-22,0,901.0,0.15711474276060838,0.07311376815372299,0.08517984851597571,6,26,0,0.4,37.19999999999996,2.0,0
2020-06-23,0,760.0,-0.1701868243279612,0.09907713397187617,0.09147292587179556,6,26,1,0.8,18.399999999999956,1.0,0
2020-06-24,0,770.0,0.0130720815673527,0.09970363125412217,0.09117143561624953,6,26,2,6.4,20.199999999999957,1.0,0
2020-06-25,0,780.0,0.012903404835907782,0.09609106736442208,0.09055876795812541,6,26,3,4.4,17.299999999999958,1.0,0
2020-06-26,0,751.0,-0.03788826791950266,0.09710887766385173,0.09059823366674488,6,26,4,17.0,30.499999999999957,1.0,0
2020-06-27,0,780.0,0.037888267919502686,0.09770379164346293,0.08904388394759842,6,26,5,10.6,40.59999999999996,1.0,0
2020-06-29,0,801.0,0.026567027384721706,0.09775843023140131,0.0871339783646125,6,27,0,7.5,47.09999999999996,2.0,0
